threshold,f1,precision,recall,recall_class0
0.1,0.5072687144316358,0.9389600602863601,0.5207100591715976,0.04142011834319527
0.11,0.5239253834188866,0.9399546827794563,0.5295857988165681,0.05917159763313609
0.12000000000000001,0.5293586995355484,0.9402872260015117,0.5325443786982249,0.0650887573964497
0.13,0.5400528674864958,0.9409538228614686,0.5384615384615384,0.07692307692307693
0.14,0.5505233494363929,0.9416224412433662,0.5443786982248521,0.08875739644970414
0.15000000000000002,0.5607773820973374,0.9422930903568717,0.5502958579881657,0.10059171597633136
0.16,0.570821894303363,0.9429657794676807,0.5562130177514792,0.11242603550295859
0.17,0.5806635232148167,0.9436405178979437,0.5621301775147929,0.1242603550295858
0.18,0.5942044687429682,0.9246142093200916,0.5705767326104071,0.14201183431952663
0.19,0.5942044687429682,0.9246142093200916,0.5705767326104071,0.14201183431952663
0.2,0.6026393473942402,0.9095383942244586,0.5760647078243645,0.15384615384615385
0.21000000000000002,0.6063142769334725,0.8955521472392638,0.578594103156665,0.15976331360946747
0.22,0.6150616280644724,0.8411102988953867,0.5853239200548543,0.17751479289940827
0.23,0.6226820101514976,0.8372663308999679,0.5908118952688117,0.1893491124260355
0.24000000000000002,0.6291311534096535,0.8254116024480649,0.5958706859334129,0.20118343195266272
0.25,0.6413351458165293,0.8340947382063245,0.6047464255783833,0.21893491124260356
0.26,0.6393458517221642,0.8185981308411214,0.6038880564796709,0.21893491124260356
0.27,0.6539849777881692,0.8226881796858341,0.6152931914569418,0.24260355029585798
0.28,0.6605457068761088,0.8213166144200628,0.6207811666708992,0.25443786982248523
0.29000000000000004,0.6611368388143111,0.8057034895516333,0.6224521929044874,0.2603550295857988
0.30000000000000004,0.666805045725379,0.7874547920433996,0.6291820098026767,0.2781065088757396
0.31,0.6696657036731325,0.774673667475525,0.6333824313685654,0.28994082840236685
0.32,0.6713379060233364,0.7600666454787977,0.6371536683850979,0.30177514792899407
0.33,0.6749108737998828,0.7545874069750474,0.6417832745003428,0.3136094674556213
0.33999999999999997,0.6761308458982878,0.7504442460194672,0.6438834852832872,0.31952662721893493
0.35,0.6805072354157212,0.7491355507412599,0.6489422759478884,0.33136094674556216
0.36,0.6847748698811745,0.7417286443257909,0.6556720928460776,0.34911242603550297
0.37,0.6986439811429557,0.7450225768809839,0.6717068339385937,0.38461538461538464
0.38,0.7087871020533261,0.7460436617432236,0.6847829951494527,0.41420118343195267
0.39,0.7122515302806288,0.7455652790917691,0.6898417858140539,0.4260355029585799
0.4,0.7204542236570102,0.7516935250410113,0.6987175254590243,0.4437869822485207
0.41000000000000003,0.7205081065330956,0.7446909064126486,0.7024887624755568,0.4556213017751479
0.42000000000000004,0.7241521918941274,0.7423567196866945,0.7096477639231022,0.47337278106508873
0.43000000000000005,0.720500019350594,0.7328378378378378,0.7100312365086218,0.47928994082840237
0.44000000000000006,0.7204423883943774,0.727797650293037,0.7138024735251542,0.4911242603550296
0.45000000000000007,0.7237828835259242,0.7267250364811341,0.7209614749726998,0.5088757396449705
0.45999999999999996,0.7230066445182725,0.7197732035005546,0.7264037382228204,0.5266272189349113
0.47,0.7171847651916676,0.7111642460456269,0.723828630926683,0.5266272189349113
0.48,0.719320902561126,0.7097617892377718,0.7305584478248723,0.5443786982248521
0.49,0.7248126026279836,0.7107539682539683,0.742776239937019,0.5739644970414202
0.5,0.7285070504433784,0.712133340218963,0.7503644259339208,0.591715976331361
0.51,0.730902987904755,0.7130528723945094,0.755423216598522,0.6035502958579881
0.52,0.7301986505247642,0.7111899198931909,0.7570942428321101,0.6094674556213018
0.53,0.7349735924532008,0.712497745716862,0.7693120349442568,0.6390532544378699
0.54,0.736401838995666,0.7118577337028764,0.7760418518424461,0.6568047337278107
0.55,0.7300036474585223,0.704741773308958,0.7730375599969526,0.6568047337278107
0.56,0.7185095778487717,0.6925405769069044,0.7674581608553217,0.6568047337278107
0.5700000000000001,0.7227591080075648,0.6951434192813503,0.777575742184524,0.6804733727810651
0.58,0.719502701172474,0.6915586233933522,0.7779592147700434,0.6863905325443787
0.59,0.7201672938009558,0.691040932502033,0.7863600579018208,0.7100591715976331
0.6,0.7178093483561174,0.6886376981796829,0.7871727150366965,0.7159763313609467
0.61,0.7156306715063521,0.6863379063963068,0.7900855829545166,0.727810650887574
0.62,0.7091360254391652,0.6806618586203916,0.7866521065596668,0.727810650887574
0.63,0.7045269390948403,0.6767022931406493,0.7861772100464739,0.7337278106508875
0.64,0.699231083714486,0.672360248447205,0.7852731289839247,0.7396449704142012
0.65,0.6949793157911652,0.6691197604790419,0.786898443253676,0.7514792899408284
0.66,0.6863525143775138,0.6628720375856323,0.7859486502272901,0.7633136094674556
0.67,0.6790632625598482,0.6576006638928676,0.7816568047337278,0.7633136094674556
0.6799999999999999,0.6691042189734969,0.6506657264691511,0.7756482210427407,0.7633136094674556
0.69,0.6600927483055598,0.644645747473511,0.7700688219011098,0.7633136094674556
0.7,0.6555399061032864,0.6420516531971641,0.7691647408385607,0.7692307692307693
0.71,0.6468475036431578,0.6366173156708717,0.7635853416969297,0.7692307692307693
0.72,0.6439748997552466,0.6357210142388927,0.7656398405160373,0.7810650887573964
0.73,0.6372256527671778,0.6326977832011389,0.7651192320390076,0.7928994082840237
0.74,0.6286733030234747,0.6289473684210526,0.7633110699139092,0.8047337278106509
0.75,0.6161901076903469,0.6223458235753317,0.7547273789267847,0.8047337278106509
0.76,0.6021805515793492,0.6153332711313347,0.7448561342915916,0.8047337278106509
0.77,0.5938107692262432,0.611332207988371,0.7388475506006045,0.8047337278106509
0.78,0.5895815461906262,0.6113998127340824,0.7417147065545877,0.8224852071005917
0.79,0.5751013279451844,0.6057727767226596,0.7330853036036264,0.8284023668639053
0.8,0.5637006671489431,0.6018212317277738,0.7266018233994465,0.834319526627219
0.8099999999999999,0.5578473389155567,0.6027144954327969,0.7302816364883054,0.8579881656804734
0.82,0.5453077716862504,0.5980339105339105,0.7208395764024684,0.8579881656804734
0.83,0.5307330858466853,0.5946581427132787,0.7138811996850953,0.8698224852071006
